CÓDIGO;EAN;DESCRIPCION;Unidades / Caja;Unidades / Embalaje;Pedido Minimo; TARIFA 2025 ;DTO 1;DTO CUSTAB;NETO CUSTAB;NETO UDS CUSTAB;NETO PROMO CUSTAB;NPC UDS;DTO PARTNER;NETO PARTNER;NETO UDS PARTNER;NETO PROMO CUSTAB;NPP UDS; DTO PROMO Q;PROMO X FAMILIA;FAMILIA PRODUCTO;CORE/STRATEGIC
8755831;3270220029748;CRITERIUM 2MM RF BLK BL1+LD EU;7;25;25;8,51;25%;5%;6,063 €;0,866 €;;;9%;5,808 €;0,830 €;;;;;;STRATEGIC
8206433;70330408371;VELOCITY PRO 0.5 BX12 BCL EU;12;18;1;15,38;25%;5%;10,958 €;0,913 €;;;9%;10,497 €;0,875 €;;;;;;STRATEGIC
8206462;70330408388;VELOCITYPRO MP 0.7 BX12 BCL EU;12;18;1;15,38;25%;5%;10,958 €;0,913 €;;;9%;10,497 €;0,875 €;;;;;;STRATEGIC
892276;3086123249783;CRITERIUM 0.5MM BCL BOX12 EU;12;20;1;38,04;25%;5%;27,104 €;2,259 €;;;9%;25,962 €;2,164 €;;;;;;STRATEGIC
892277;3086123249790;CRITERIUM 0.7MM BCL BOX12 EU;12;20;1;38,04;25%;5%;27,104 €;2,259 €;;;9%;25,962 €;2,164 €;;;;;;STRATEGIC
8291332;3086126645513;VELOCITY MP07 SGA BCL B12 EU;12;18;1;9,48;25%;5%;6,755 €;0,563 €;4,728 €;0,394 €;9%;6,470 €;0,539 €;4,529 €;0,377 €;30%;;;STRATEGIC
893278;3270220042105;CRITERIUM 2MM BLAK BX12 BCL EU;12;20;1;51,06;25%;5%;36,380 €;3,032 €;25,466 €;2,122 €;9%;34,848 €;2,904 €;24,394 €;2,033 €;30%;PROMO 30% ADICIONAL;PORTAMINAS CRITERIUM;STRATEGIC
827065;3270220027454;LEADS 05 HB BX12 EU;12;3456;12;1,43;25%;5%;1,019 €;0,085 €;;;9%;0,976 €;0,081 €;;;;;;STRATEGIC
880336;3270220029724;BLIST 24 BOX LEADS 0.5 HB EU;24;25;25;2,48;25%;5%;1,767 €;0,074 €;;;9%;1,693 €;0,071 €;;;;;;STRATEGIC
827080;3270220027478;LEADS 07 HB BX12 EU;12;3456;12;1,43;25%;5%;1,019 €;0,085 €;;;9%;0,976 €;0,081 €;;;;;;STRATEGIC
875582;3270220093213;BLIST 24 BOX LEADS 0.7 HB EU;24;25;25;2,48;25%;5%;1,767 €;0,074 €;;;9%;1,693 €;0,071 €;;;;;;STRATEGIC
827087;3270220019862;LEADS 02 HB WALLET x 6 EU;6;1500;12;1,57;25%;5%;1,119 €;0,186 €;;;9%;1,072 €;0,179 €;;;;;;STRATEGIC
875584;3270220000457;LEADS 02 HB SPKX6 EU;6;25;25;2,38;25%;5%;1,696 €;0,283 €;;;9%;1,624 €;0,271 €;;;;;;STRATEGIC
8418103;3086121481024;BIC MARKONYX1481BCL B12 GRN EU;12;36;1;18,96;25%;5%;13,509 €;1,126 €;;;9%;12,940 €;1,078 €;;;;;;STRATEGIC
8418113;3086121481031;BIC MARKONYX1481BCL B12 RED EU;12;36;1;18,96;25%;5%;13,509 €;1,126 €;;;9%;12,940 €;1,078 €;;;;;;STRATEGIC
8418123;3086121481062;BIC MARKONYX1481BCL B12 BLU EU;12;36;1;18,96;25%;5%;13,509 €;1,126 €;;;9%;12,940 €;1,078 €;;;;;;STRATEGIC
8418283;3086121591037;BIC MARKONYX1591BCL B12 RED EU;12;24;1;31,28;25%;5%;22,287 €;1,857 €;;;9%;21,349 €;1,779 €;;;;;;STRATEGIC
8418293;3086121591068;BIC MARKONYX1591BCL B12 BLU EU;12;24;1;31,28;25%;5%;22,287 €;1,857 €;;;9%;21,349 €;1,779 €;;;;;;STRATEGIC
503259;3086123677630;ST SUPPORT MARKING 21 FR;12;10;10;23,52;25%;5%;16,758 €;1,397 €;;;9%;16,052 €;1,338 €;;;;;;STRATEGIC
511028;3086123714229;INTENSITY MARKING AST BOX24 EU;24;10;10;30,17;25%;5%;21,496 €;0,896 €;;;9%;20,591 €;0,858 €;;;;;;STRATEGIC
8418203;3086123010000;BIC MARKONYX1482BCL B12 BLK EU;12;36;1;18,96;25%;5%;13,509 €;1,126 €;;;9%;12,940 €;1,078 €;;;;;;STRATEGIC
8418213;3086123010017;BIC MARKONYX1482BCL B12 BLU EU;12;36;1;18,96;25%;5%;13,509 €;1,126 €;;;9%;12,940 €;1,078 €;;;;;;STRATEGIC
8803232;3086126707327;ONYX 1482 BLACK BL1 EU;1;25;25;2,50;25%;5%;1,781 €;1,781 €;;;9%;1,706 €;1,706 €;;;;;;STRATEGIC
999132;3086123454262;ST MARKING PASTEL BL5 OC10 EU;5;10;10;6,69;25%;5%;4,767 €;0,953 €;;;9%;4,566 €;0,913 €;;;;;;STRATEGIC
933872;3086123414501;TEXTILE MARKER BLACK BL2 EU;2;10;10;4,02;25%;5%;2,864 €;1,432 €;;;9%;2,744 €;1,372 €;;;;;;STRATEGIC
8209112;3086120120047;MARKER ECO 2000 CBWx4 EU;4;88;1;2,80;25%;5%;1,995 €;0,499 €;;;9%;1,911 €;0,478 €;;;;;;STRATEGIC
8209123;3086122000026;MARKER ECO 2000 B12 BCL GRN EU;12;32;1;8,30;25%;5%;5,914 €;0,493 €;;;9%;5,665 €;0,472 €;;;;;;STRATEGIC
8209133;3086122000033;MARKER ECO 2000 B12 BCL RED EU;12;32;1;8,30;25%;5%;5,914 €;0,493 €;4,731 €;0,394 €;9%;5,665 €;0,472 €;4,532 €;0,378 €;20%;PROMO 20% ADICIONAL;MARCADORES PERMANENTES;STRATEGIC
8209143;3086122000064;MARKER ECO 2000 B12 BCL BLU EU;12;32;1;8,30;25%;5%;5,914 €;0,493 €;4,731 €;0,394 €;9%;5,665 €;0,472 €;4,532 €;0,378 €;20%;PROMO 20% ADICIONAL;MARCADORES PERMANENTES;STRATEGIC
8209153;3086122000095;MARKER ECO 2000 B12 BCL BLK EU;12;32;1;8,30;25%;5%;5,914 €;0,493 €;4,731 €;0,394 €;9%;5,665 €;0,472 €;4,532 €;0,378 €;20%;PROMO 20% ADICIONAL;MARCADORES PERMANENTES;STRATEGIC
8755731;3086120020040;MARKER ECO 2000 BL4 EU;4;25;25;5,90;25%;5%;4,204 €;1,051 €;;;9%;4,027 €;1,007 €;;;;;;STRATEGIC
8755761;3086122001092;MARKER ECO 2000 BL1 BLK EU;1;25;25;1,61;25%;5%;1,147 €;1,147 €;;;9%;1,099 €;1,099 €;;;;;;STRATEGIC
8209222;3086120123048;MARKER ECO 2300 CBWx4 AST EU;4;88;1;2,74;25%;5%;1,952 €;0,488 €;;;9%;1,870 €;0,468 €;;;;;;STRATEGIC
8209243;3086122300034;MARKER ECO 2300 B12 BCL RED EU;12;32;1;8,19;25%;5%;5,835 €;0,486 €;;;9%;5,590 €;0,466 €;;;;;;STRATEGIC
8209253;3086122300065;MARKER ECO 2300 B12 BCL BLU EU;12;32;1;8,19;25%;5%;5,835 €;0,486 €;;;9%;5,590 €;0,466 €;;;;;;STRATEGIC
8209263;3086122300096;MARKER ECO 2300 B12 BCL BLK EU;12;32;1;8,19;25%;5%;5,835 €;0,486 €;4,668 €;0,389 €;9%;5,590 €;0,466 €;4,472 €;0,373 €;20%;PROMO 20% ADICIONAL;MARCADORES PERMANENTES;STRATEGIC
8803251;3086120023041;MARKER ECO 2300 BL4 AST EU;4;25;25;5,90;25%;5%;4,204 €;1,051 €;;;9%;4,027 €;1,007 €;;;;;;STRATEGIC
8803261;3086122301062;MARKER ECO 2300 BL1 BLUE EU;1;25;25;1,61;25%;5%;1,147 €;1,147 €;;;9%;1,099 €;1,099 €;;;;;;STRATEGIC
8803271;3086122301093;MKER ECO2300 BL1 BLCK OUT25 EU;1;25;25;1,61;25%;5%;1,147 €;1,147 €;;;9%;1,099 €;1,099 €;;;;;;STRATEGIC
513005;3086123722958;PERM MARK BL3 BLK DISC EU;3;20;20;4,01;25%;5%;2,857 €;0,952 €;;;9%;2,737 €;0,912 €;;;;;;STRATEGIC
513006;3086123722965;PERM MARK BL3 AST DISC EU;3;20;20;4,01;25%;5%;2,857 €;0,952 €;;;9%;2,737 €;0,912 €;;;;;;STRATEGIC
951476;3086123504158;MARKER ECO 1445 BL4 FS 18 FR;4;25;25;;25%;5%;0,000 €;0,000 €;;;9%;0,000 €;0,000 €;;;;;;STRATEGIC
8209002;3086121445033;1445 ECO RED BX12 BCL EU;12;60;1;8,38;25%;5%;5,971 €;0,498 €;;;9%;5,719 €;0,477 €;;;;;;STRATEGIC
8209012;3086121445064;1445 ECO BLU BX12 BCL EU;12;60;1;8,38;25%;5%;5,971 €;0,498 €;;;9%;5,719 €;0,477 €;;;;;;STRATEGIC
8209022;3086121445095;1445 ECO BLK BX12 BCL EU;12;60;1;8,38;25%;5%;5,971 €;0,498 €;;;9%;5,719 €;0,477 €;;;;;;STRATEGIC
8755911;3086120024444;BIC MKG POCKET BL4 EU;4;25;25;4,94;25%;5%;3,520 €;0,880 €;;;9%;3,372 €;0,843 €;;;;;;STRATEGIC
8755921;3086122445094;BIC MKG POCKET BL1 BLACK EU;1;25;25;1,32;25%;5%;0,941 €;0,941 €;;;9%;0,901 €;0,901 €;;;;;;STRATEGIC
8892251;3086123228528;POCKET 1445 BL2 BLK BLU RED EU;2;25;25;2,64;25%;5%;1,881 €;0,941 €;;;9%;1,802 €;0,901 €;;;;;;STRATEGIC
964787;3086123537750;MARKING PRO BULLET BLK BL1 EU;1;20;20;2,49;25%;5%;1,774 €;1,774 €;;;9%;1,699 €;1,699 €;;;;;;STRATEGIC
964800;3086123537880;MARK PRO BULLET BLK BCL B12 EU;12;20;1;16,30;25%;5%;11,614 €;0,968 €;;;9%;11,125 €;0,927 €;;;;;;STRATEGIC
964802;3086123537903;MARK PRO CHISEL BLK BCL B12 EU;12;20;1;16,30;25%;5%;11,614 €;0,968 €;;;9%;11,125 €;0,927 €;;;;;;STRATEGIC
9122721;3086123331655;BRITELINER BL5 FSP 18 EU;5;20;20;3,65;25%;5%;2,601 €;0,520 €;;;9%;2,491 €;0,498 €;;;;;;STRATEGIC
500026;3086123664791;ST DESK SUPPORT HL 21 FR;12;10;10;11,15;25%;5%;7,944 €;0,662 €;;;9%;7,610 €;0,634 €;;;;;;STRATEGIC
504819;3086123686175;HL GRIP PASTEL BCL AST B12 EU;12;18;1;7,45;25%;5%;5,308 €;0,442 €;4,247 €;0,354 €;9%;5,085 €;0,424 €;4,068 €;0,339 €;20%;PROMO 20% ADICIONAL;HIGHLIGHTER PASTEL;STRATEGIC
811931;70330312517;HIGHLIGHT.GRIP B12 BLU BCL EU;12;18;1;7,17;25%;5%;5,109 €;0,426 €;3,576 €;0,298 €;9%;4,894 €;0,408 €;3,425 €;0,285 €;30%;PROMO 30% ADICIONAL;HIGHLIGHTER GRIP;STRATEGIC
811932;70330312524;HIGHLIGHT.GRIP B12 GRN BCL EU;12;18;1;7,17;25%;5%;5,109 €;0,426 €;3,576 €;0,298 €;9%;4,894 €;0,408 €;3,425 €;0,285 €;30%;PROMO 30% ADICIONAL;HIGHLIGHTER GRIP;STRATEGIC
811933;70330312531;HIGHLIGHT.GRIP B12 ORA BCL EU;12;18;1;7,17;25%;5%;5,109 €;0,426 €;3,576 €;0,298 €;9%;4,894 €;0,408 €;3,425 €;0,285 €;30%;PROMO 30% ADICIONAL;HIGHLIGHTER GRIP;STRATEGIC
811934;70330312548;HIGHLIGHT.GRIP B12 PNK BCL EU;12;18;1;7,17;25%;5%;5,109 €;0,426 €;3,576 €;0,298 €;9%;4,894 €;0,408 €;3,425 €;0,285 €;30%;PROMO 30% ADICIONAL;HIGHLIGHTER GRIP;STRATEGIC
811935;70330312555;HIGHLIGHT.GRIP B12 YLW BCL EU;12;18;1;7,17;25%;5%;5,109 €;0,426 €;3,576 €;0,298 €;9%;4,894 €;0,408 €;3,425 €;0,285 €;30%;PROMO 30% ADICIONAL;HIGHLIGHTER GRIP;STRATEGIC
951473;3086123504127;BRITELINER GRP BL4FS AST 18 EU;4;20;20;2,87;25%;5%;2,045 €;0,511 €;;;9%;1,959 €;0,490 €;;;;;;STRATEGIC
824758;3086126620688;BRITE LINER GRIP BL5 AST EU;5;20;20;4,76;25%;5%;3,392 €;0,678 €;;;9%;3,249 €;0,650 €;;;;;;STRATEGIC
829577;3086126649054;BRITELINER GRIP BL4+2 FREE EU;6;20;20;3,83;25%;5%;2,729 €;0,455 €;;;9%;2,614 €;0,436 €;;;;;;STRATEGIC
9226071;3086123360693;BRITELINER GP FS BL6 18 EU;6;20;20;3,83;25%;5%;2,729 €;0,455 €;;;9%;2,614 €;0,436 €;;;;;;STRATEGIC
896055;3086126633800;BRITE LINER GRIP CW5 AST EU;5;12;12;3,07;25%;5%;2,187 €;0,437 €;;;9%;2,095 €;0,419 €;;;;;;STRATEGIC
958114;3086123512252;HIGHLIGHTER GRIP PO10 FS 18 EU;10;24;24;7,49;25%;5%;5,337 €;0,534 €;;;9%;5,112 €;0,511 €;;;;;;STRATEGIC
964859;3086123538474;HIGHL GRIP PASTEL AST BL4 EU;4;20;20;4,00;25%;5%;2,850 €;0,713 €;2,280 €;0,570 €;9%;2,730 €;0,683 €;2,184 €;0,546 €;20%;PROMO 30% ADICIONAL;HIGHLIGHTER PASTEL;STRATEGIC
968471;3086123546165;BL8 FS HL GRIP STD/PSTL 19 FR;8;20;20;7,72;25%;5%;5,501 €;0,688 €;;;9%;5,269 €;0,659 €;;;;;;STRATEGIC
968483;3086123538498;ST BL5 HL GRIP MSG 19 FR;5;20;20;;25%;5%;0,000 €;0,000 €;;;9%;0,000 €;0,000 €;;;;;;STRATEGIC
992561;3086123593725;HIGHL GRIP PSTL AST BCL BL6 EU;6;20;20;6,07;25%;5%;4,325 €;0,721 €;3,460 €;0,577 €;9%;4,143 €;0,690 €;3,314 €;0,552 €;20%;PROMO 30% ADICIONAL;HIGHLIGHTER PASTEL;STRATEGIC
992562;3086123593732;HL GRP CLS PST AST BCL BL12 EU;12;20;20;10,91;25%;5%;7,773 €;0,648 €;;;9%;7,446 €;0,621 €;;;;;;STRATEGIC
999155;3086123639065;ST HIGHLIGHT MIXPACK 15 20 SP;15;10;10;16,45;25%;5%;11,721 €;0,781 €;;;9%;11,227 €;0,748 €;;;;;;STRATEGIC
942040;3086123448919;HIGHLIGTER FLEX YLW BCL B12 EU;12;18;1;8,88;25%;5%;6,327 €;0,527 €;;;9%;6,061 €;0,505 €;;;;;;STRATEGIC
946041;3086123448926;HIGHL FLEX PYG BL4 OC10 EU;4;10;10;5,33;25%;5%;3,798 €;0,949 €;;;9%;3,638 €;0,909 €;;;;;;STRATEGIC
950470;3086123498587;HIGHLIGTER FLEX AST CW4 EU;4;6;6;3,03;25%;5%;2,159 €;0,540 €;;;9%;2,068 €;0,517 €;;;;;;STRATEGIC
943647;3086123461260;FLAT HL MARK YEL BCL BX10 EU;10;20;1;10,73;25%;5%;7,645 €;0,765 €;;;9%;7,323 €;0,732 €;;;;;;STRATEGIC
517962;3086123742864;HL FLAT B12 YELLOW NEON EU;12;20;1;9,06;25%;5%;6,455 €;0,538 €;5,164 €;0,430 €;9%;6,183 €;0,515 €;4,947 €;0,412 €;20%;PROMO 20% ADICIONAL;HIGHLIGHTER FLAT;STRATEGIC
943648;3086123461277;FLAT HL MARK GRN BCL BX10 EU;10;20;1;10,73;25%;5%;7,645 €;0,765 €;;;9%;7,323 €;0,732 €;;;;;;STRATEGIC
517964;3086123742888;HL FLAT B12 GREEN NEON EU;12;20;1;9,06;25%;5%;6,455 €;0,538 €;5,164 €;0,430 €;9%;6,183 €;0,515 €;4,947 €;0,412 €;20%;PROMO 20% ADICIONAL;HIGHLIGHTER FLAT;STRATEGIC
943649;3086123461284;FLAT HL MARK ORG BCL BX10 EU;10;20;1;10,73;25%;5%;7,645 €;0,765 €;;;9%;7,323 €;0,732 €;;;;;;STRATEGIC
517961;3086123742857;HL FLAT B12 ORANGE NEON EU;12;20;1;9,06;25%;5%;6,455 €;0,538 €;5,164 €;0,430 €;9%;6,183 €;0,515 €;4,947 €;0,412 €;20%;PROMO 20% ADICIONAL;HIGHLIGHTER FLAT;STRATEGIC
943650;3086123461291;FLAT HL MARK PNK BCL BX10 EU;10;20;1;10,73;25%;5%;7,645 €;0,765 €;;;9%;7,323 €;0,732 €;;;;;;STRATEGIC
517963;3086123742871;HL FLAT B12 PINK NEON EU;12;20;1;9,06;25%;5%;6,455 €;0,538 €;5,164 €;0,430 €;9%;6,183 €;0,515 €;4,947 €;0,412 €;20%;PROMO 20% ADICIONAL;HIGHLIGHTER FLAT;STRATEGIC
943651;3086123461307;FLAT HL MARKING YEL BL1 EU;1;25;25;1,26;25%;5%;0,898 €;0,898 €;;;9%;0,860 €;0,860 €;;;;;;STRATEGIC
517920;3086123742444;HL FLAT BL2 YELLOW NEON EU;2;10;10;2,70;25%;5%;1,924 €;0,962 €;;;9%;1,843 €;0,921 €;;;;;;STRATEGIC
943652;3086123461314;FLAT HL MARK AST BL4 EU;4;25;25;5,45;25%;5%;3,883 €;0,971 €;;;9%;3,720 €;0,930 €;;;;;;STRATEGIC
517952;3086123742765;HL FLAT BL4 AST NEON EU;4;10;10;5,41;25%;5%;3,855 €;0,964 €;;;9%;3,692 €;0,923 €;;;;;;STRATEGIC
517921;3086123742451;HL FLAT BL2 YEL GRN PASTEL EU;2;10;10;2,70;25%;5%;1,924 €;0,962 €;;;9%;1,843 €;0,921 €;;;;;;STRATEGIC
517922;3086123742468;HL FLAT BL3 AST NEON EU;3;10;10;4,06;25%;5%;2,893 €;0,964 €;;;9%;2,771 €;0,924 €;;;;;;STRATEGIC
517953;3086123742772;HL FLAT BL4 AST PASTEL EU;4;10;10;5,41;25%;5%;3,855 €;0,964 €;;;9%;3,692 €;0,923 €;;;;;;STRATEGIC
517954;3086123742789;HL FLAT BL8 AST NEON PASTEL EU;8;10;10;10,82;25%;5%;7,709 €;0,964 €;;;9%;7,385 €;0,923 €;;;;;;STRATEGIC
517965;3086123742895;HL FLAT B12 YELLOW PASTEL EU;12;20;1;8,81;25%;5%;6,277 €;0,523 €;5,022 €;0,418 €;9%;6,013 €;0,501 €;4,810 €;0,401 €;20%;PROMO 20% ADICIONAL;HIGHLIGHTER FLAT;STRATEGIC
518204;3086123743915;HL FLAT B12 PINK PASTEL EU;12;20;1;8,81;25%;5%;6,277 €;0,523 €;5,022 €;0,418 €;9%;6,013 €;0,501 €;4,810 €;0,401 €;20%;PROMO 20% ADICIONAL;HIGHLIGHTER FLAT;STRATEGIC
503842;3086120017446;1741 VEL CBW4 EU;4;96;6;3,31;25%;5%;2,358 €;0,590 €;;;9%;2,259 €;0,565 €;;;;;;STRATEGIC
503843;3086120057466;1741 VEL CBW6 EU;6;72;6;4,95;25%;5%;3,527 €;0,588 €;2,822 €;0,470 €;9%;3,378 €;0,563 €;2,703 €;0,450 €;20%;PROMO 20% ADICIONAL;MARCADORES VELLEDA BLISTER;STRATEGIC
505462;3086123690417;1741 VEL CBW8 EAN 22 EU;8;48;6;6,95;25%;5%;4,952 €;0,619 €;3,962 €;0,495 €;9%;4,743 €;0,593 €;3,795 €;0,474 €;20%;PROMO 20% ADICIONAL;MARCADORES VELLEDA BLISTER;STRATEGIC
875577;3086126741062;BIC VELLEDA 1741 BL 1 BLUE EU;1;25;25;1,57;25%;5%;1,119 €;1,119 €;;;9%;1,072 €;1,072 €;;;;;;STRATEGIC
875579;3086126741093;BIC VELLEDA 1741 BL 1 BLACK EU;1;25;25;1,57;25%;5%;1,119 €;1,119 €;;;9%;1,072 €;1,072 €;;;;;;STRATEGIC
875593;3086120067441;BIC VELLEDA 1741 BL 4 EU;4;25;25;5,80;25%;5%;4,133 €;1,033 €;;;9%;3,959 €;0,990 €;;;;;;STRATEGIC
9126461;3086123333703;VELL 1741 BL5 FSP 18 EU;5;25;25;5,47;25%;5%;3,897 €;0,779 €;;;9%;3,733 €;0,747 €;;;;;;STRATEGIC
9581681;3086121741029;1741 VEL GRN BX12 BCL EU;12;32;1;9,65;25%;5%;6,876 €;0,573 €;6,188 €;0,516 €;9%;6,586 €;0,549 €;5,928 €;0,494 €;10%;PROMO 10% ADICIONAL;MARCADORES VELLEDA 1741;STRATEGIC
9581691;3086121741036;1741 VEL RED BX12 BCL EU;12;32;1;9,65;25%;5%;6,876 €;0,573 €;6,188 €;0,516 €;9%;6,586 €;0,549 €;5,928 €;0,494 €;10%;PROMO 10% ADICIONAL;MARCADORES VELLEDA 1741;STRATEGIC
9581701;3086121741067;1741 VEL BLU BX12 BCL EU;12;32;1;9,65;25%;5%;6,876 €;0,573 €;6,188 €;0,516 €;9%;6,586 €;0,549 €;5,928 €;0,494 €;10%;PROMO 10% ADICIONAL;MARCADORES VELLEDA 1741;STRATEGIC
9581711;3086121741098;1741 VEL BLK BX12 BCL EU;12;32;1;9,65;25%;5%;6,876 €;0,573 €;6,188 €;0,516 €;9%;6,586 €;0,549 €;5,928 €;0,494 €;10%;PROMO 10% ADICIONAL;MARCADORES VELLEDA 1741;STRATEGIC
8757852;3086123155954;VELLEDA 1711 CBW X4 EU;4;160;1;3,73;25%;5%;2,658 €;0,664 €;;;9%;2,546 €;0,636 €;;;;;;STRATEGIC
9430251;3086121711022;VELL CET CONIC GRN BCL B12 EU;12;56;1;10,91;25%;5%;7,773 €;0,648 €;;;9%;7,446 €;0,621 €;;;;;;STRATEGIC
9430291;3086121711039;VELL CET CONIC RED BCL B12 EU;12;56;1;10,91;25%;5%;7,773 €;0,648 €;;;9%;7,446 €;0,621 €;;;;;;STRATEGIC
9430311;3086121711091;VELL CET CONIC BLK BCL B12 EU;12;56;1;10,91;25%;5%;7,773 €;0,648 €;;;9%;7,446 €;0,621 €;;;;;;STRATEGIC
9431931;3086121791093;VELL CET CHIS BLK BCL B12 EU;12;56;1;10,91;25%;5%;7,773 €;0,648 €;;;9%;7,446 €;0,621 €;;;;;;STRATEGIC
9431981;3086121791031;BIC VELLEDA CHIS BOX 12 RED EU;12;56;1;10,91;25%;5%;7,773 €;0,648 €;;;9%;7,446 €;0,621 €;;;;;;STRATEGIC
8757872;3086123155978;VELLEDA 1781 CBW X4 EU;4;187;1;7,35;25%;5%;5,237 €;1,309 €;;;9%;5,016 €;1,254 €;;;;;;STRATEGIC
9402951;3086121781025;VELL MARK CHIS GRN BCL B12 EU;12;54;1;21,88;25%;5%;15,590 €;1,299 €;;;9%;14,933 €;1,244 €;;;;;;STRATEGIC
9402971;3086121781063;VELL MARK CHIS BLU BCL B12 EU;12;54;1;21,88;25%;5%;15,590 €;1,299 €;;;9%;14,933 €;1,244 €;;;;;;STRATEGIC
503758;3086120017248;MKR VELLEDA 1721 CBWX4 AST EU;4;192;12;2,61;25%;5%;1,860 €;0,465 €;;;9%;1,781 €;0,445 €;;;;;;STRATEGIC
503767;3086120057282;MKR VELLEDA 1721 CBWX8 AST EU;8;48;12;5,19;25%;5%;3,698 €;0,462 €;;;9%;3,542 €;0,443 €;;;;;;STRATEGIC
505458;3086123690370;VELLEDA 1721 CBW8 AST EAN22 EU;8;48;12;5,21;25%;5%;3,712 €;0,464 €;;;9%;3,556 €;0,444 €;;;;;;STRATEGIC
841839;3086121721021;MARK VELL 1721 GRN BCL B24 EU;24;32;1;13,36;25%;5%;9,519 €;0,397 €;;;9%;9,118 €;0,380 €;;;;;;STRATEGIC
841840;3086121721038;MARK VELL 1721 RED BCL B24 EU;24;32;1;13,36;25%;5%;9,519 €;0,397 €;;;9%;9,118 €;0,380 €;;;;;;STRATEGIC
841841;3086121721069;MARK VELL 1721 BLU BCL B24 EU;24;32;1;13,36;25%;5%;9,519 €;0,397 €;;;9%;9,118 €;0,380 €;;;;;;STRATEGIC
841842;3086121721090;MARK VELL 1721 BLK BCL B24 EU;24;32;1;13,36;25%;5%;9,519 €;0,397 €;;;9%;9,118 €;0,380 €;;;;;;STRATEGIC
9126451;3086123333697;VELL 1721 BL5 FS 18 EU;5;25;25;3,68;25%;5%;2,622 €;0,524 €;;;9%;2,512 €;0,502 €;;;;;;STRATEGIC
9291741;3086123333697;VELL 1721 FS 18 BL5 FR;5;50;50;3,68;25%;5%;2,622 €;0,524 €;;;9%;2,512 €;0,502 €;;;;;;STRATEGIC
875709;3086122722096;BIC VELLEDA 1721 BL 2 BK EU;2;25;25;2,11;25%;5%;1,503 €;0,752 €;;;9%;1,440 €;0,720 €;;;;;;STRATEGIC
875711;3086120027247;BIC VELLEDA 1721 BL 4 EU;4;25;25;3,68;25%;5%;2,622 €;0,656 €;;;9%;2,512 €;0,628 €;;;;;;STRATEGIC
875714;3086126644745;BIC VELLEDA GRIP BL4 EU;4;25;25;7,01;25%;5%;4,995 €;1,249 €;;;9%;4,784 €;1,196 €;;;;;;STRATEGIC
525824;3086121701092;VELL 1701 ECO BOX12 BLK BCL EU;12;32;1;10,88;25%;5%;7,752 €;0,646 €;6,977 €;0,581 €;9%;7,426 €;0,619 €;6,683 €;0,557 €;10%;PROMO 10% ADICIONAL;MARCADORES VELLEDA 1701;STRATEGIC
904937;3086121701092;VELL 1701 ECO BOX12 BLK BCL EU;12;24;1;10,88;25%;5%;7,752 €;0,646 €;;;9%;7,426 €;0,619 €;;;;;;STRATEGIC
525826;3086121701061;VELL 1701 ECO BOX12 BLU BCL EU;12;32;1;10,88;25%;5%;7,752 €;0,646 €;6,977 €;0,581 €;9%;7,426 €;0,619 €;6,683 €;0,557 €;10%;PROMO 10% ADICIONAL;MARCADORES VELLEDA 1701;STRATEGIC
904938;3086121701061;VELL 1701 ECO BOX12 BLU BCL EU;12;24;1;10,88;25%;5%;7,752 €;0,646 €;;;9%;7,426 €;0,619 €;;;;;;STRATEGIC
525825;3086121701030;VELL 1701 ECO BOX12 RED BCL EU;12;32;1;10,88;25%;5%;7,752 €;0,646 €;6,977 €;0,581 €;9%;7,426 €;0,619 €;6,683 €;0,557 €;10%;PROMO 10% ADICIONAL;MARCADORES VELLEDA 1701;STRATEGIC
904939;3086121701030;VELL 1701 ECO BOX12 RED BCL EU;12;24;1;10,88;25%;5%;7,752 €;0,646 €;;;9%;7,426 €;0,619 €;;;;;;STRATEGIC
525827;3086121701023;VELL 1701 ECO BOX12 GRN BCL EU;12;32;1;10,88;25%;5%;7,752 €;0,646 €;6,977 €;0,581 €;9%;7,426 €;0,619 €;6,683 €;0,557 €;10%;PROMO 10% ADICIONAL;MARCADORES VELLEDA 1701;STRATEGIC
904940;3086121701023;VELL 1701 ECO BOX12 GRN BCL EU;12;24;1;10,88;25%;5%;7,752 €;0,646 €;;;9%;7,426 €;0,619 €;;;;;;STRATEGIC
904941;3086120017040;VELL 1701 ECO CBW4 EU;4;88;1;3,69;25%;5%;2,629 €;0,657 €;;;9%;2,518 €;0,630 €;;;;;;STRATEGIC
8757121;3086122771063;VELLEDA 1701 ECO BL1 BLUE EU;1;25;25;2,26;25%;5%;1,610 €;1,610 €;;;9%;1,542 €;1,542 €;;;;;;STRATEGIC
8757131;3086122771094;VELLEDA 1701 ECO BL1 BLACK EU;1;25;25;2,26;25%;5%;1,610 €;1,610 €;;;9%;1,542 €;1,542 €;;;;;;STRATEGIC
8757151;3086120027742;VELLEDA 1701 ECO BL4 AST EU;4;25;25;7,61;25%;5%;5,422 €;1,356 €;;;9%;5,194 €;1,298 €;;;;;;STRATEGIC
525828;3086121751097;VELL 1751 ECO BOX12 BLK BCL EU;12;32;1;10,77;25%;5%;7,674 €;0,639 €;6,906 €;0,576 €;9%;7,351 €;0,613 €;6,615 €;0,551 €;10%;PROMO 10% ADICIONAL;MARCADORES VELLEDA 1751;STRATEGIC
